country_code,country_name_eng,country_name_kor,climate,language,utc,voltage, plug_type
IND,India,인도,"연평균 기온은 약 24℃, 강수량은 약 1200mm, 열대에서 온대에 이르기까지 다양하며, 우기와 건기가 분명함, 대체로 열대성 기후가 주를 이루며, 많은 지역에서 고온다습한 여름과 상대적으로 서늘한 건조한 겨울을 경험함, 강수량은 지역에 따라 다르며, 인도의 남부와 동부 지방은 비가 많이 내리는 편이고, 북부 지방은 상대적으로 건조","힌디어, 영어",5.5,230 V,"C, D, M"
IDN,Indonesia,인도네시아,"연평균 기온은 약 25℃에서 27℃ 사이, 강수량은 지역에 따라 다르지만 일반적으로 많은 강우, 열대 기후","인도네시아어, 영어, 황미어",7.0,"220 V, 110 V","C, F"
JPN,Japan,일본,"연평균 기온은 약 16℃, 강수량은 약 1200mm, 사계절의 명확한 변화를 보이며, 봄과 가을은 포근하고 겨울은 추움",일본어,9.0,100 V,"A, B"
JAM,Jamaica,자메이카,"연평균 기온은 25℃에서 30℃ 사이, 강수량은 균일하게 분포, 열대 기후로 습기가 많고 연중 높은 온도를 유지","영어, 판자계어",-5.0,110 V,"A, B"
ZMB,Zambia,잠비아,"연평균 기온은 25℃에서 30℃ 사이, 강수량은 1000mm에서 1500mm, 열대 기후로, 더운 계절과 비가 많이 오는 계절이 번갈아 나타나는 특징, 10월부터 4월까지는 비가 많이 내림","영어, 실려어, 통가",2.0,230 V,"C, D, G"
GNQ,Equatorial Guinea,적도기니,"연평균 기온은 약 26°C, 연간 강수량은 약 2000mm, 열대 우림 기후로, 연중 높은 온도와 다습한 환경, 장마철에는 강수량이 더 많아지는 편인데, 일년 내내 습도가 높고 비가 자주 옴",스페인어,1.0,220 V,"C, E"
GEO,Georgia,조지아,"연평균 기온은 15℃에서 24℃ 사이, 강수량은 북부 지역에서는 많을 수 있음, 봄과 가을에 가장 쾌적하며 겨울은 춥고 여름은 무척 더움","조지아어, 러시아어",4.0,220 V,"C, F"
CHN,China,중국,"연평균 기온은 지역에 따라 다르며, 일반적으로 남쪽 지방은 따뜻하고 북쪽은 추움, 강수량 또한 지역에 따라 다양하며, 남쪽은 비가 많이 오고 북쪽은 건조, 계절에 따라 기후가 크게 변하며, 지리적 위치에 따라 달라짐","중국어, 영어, 포르투갈어",8.0,220 V,"A, C, I"
CAF,Central African Republic,중앙아프리카공화국,"연평균 기온은 25℃에서 29℃ 사이, 강수량은 1,200mm에서 1,500mm, 고온다습한 기후로 한 해 내내 비교적 더움","프랑스어, 상당수씨어, 아라비아어",1.0,220 V,"C, E"
DJI,Djibouti,지부티,"연평균 기온은 30℃에서 40℃ 사이, 강수량은 100mm에서 200mm, 사막 기후로 덥고 건조함","아랍어, 프랑스어",3.0,220 V,"C, E"
ZWE,Zimbabwe,짐바브웨,"연평균 기온은 20℃에서 30℃ 사이, 강수량은 북부 지역에서 더 많이 내리며 연간 평균 강수량은 약 800mm, 여름은 더운 건조한 계절이고, 겨울은 상대적으로 서늘하고 건조한 계절, 고지대는 비교적 서늘한 기온을 유지","영어, 신데벨라어",2.0,220 V,"D, G"
TCD,Chad,차드,"연평균 기온은 26℃, 강수량은 북부지역에서는 400mm, 남부지역에서는 1000mm, 사막성 기후와 쾌적한 기후가 섞임, 북쪽은 건조하고 더워지고, 남쪽은 습기가 많고 비가 많이 옴. 연중 고온 다습한 사막 기후와 비가 자주 오는 열대 기후","프랑스어, 아라비아어",1.0,220 V,"C, D, E, F"
CZE,Czech,체코,"연평균 기온은 여름은 20℃ 이상, 겨울에는 -5℃에서 -10℃ 사이, 강수량은 500mm로 비교적 균일, 대체로 서유럽과 비슷, 4계절을 경험할 수 있음","체코어, 슬로바키아어",1.0,230 V,E
CHL,Chile,칠레,"연평균 기온은 14℃, 강수량은 북부 사막지대와 중부 지역이 건조한 반면, 남부 지역은 비가 많이 내림, 북부에서는 사막 기후가 지배, 중부에서는 지중해 기후, 남부에서는 대륙 기후와 온대 기후가 나타남","스페인어, 에이마라, 카스텔란어",-3.0,220 V,"C, L"
CMR,Cameroon,카메룬,"연평균 기온은 24℃에서 29℃ 사이, 강수량은 남부지방에서는 1000mm 이상, 북부지방에서는 500mm 내외, 열대 기후가 지배하며 습기가 많고 고온다습, 봄과 가을처럼 날씨가 더 쾌적한 계절도 있지만, 일반적으로 더위와 습기가 지속","프랑스어, 영어",1.0,220 V,"C, E"
CPV,Cape Verde,카보베르데,"연평균 기온은 25℃에서 30℃ 사이, 강수량은 약 250mm, 아리드한 열대 기후를 가지고 있어 대부분의 시간 동안 건조하며, 특히 여름에는 건조하고 뜨거운 바람이 부는 것이 특징","포르투갈어, 크리올어",0.0,220 V,"C, F"
KAZ,Kazakhstan,카자흐스탄,"연평균 기온은 여름에는 30℃까지 치솟음, 겨울에는 -15℃, 강수량은 200mm에서 400mm 사이, 대체로 매우 건조한 기후","카자흐어, 러시아어",6.0,220 V,"C, F"
QAT,Qatar,카타르,"연평균 기온은 30℃ 이상, 강수량은 극히 적음, 사막 기후로, 매우 건조하며 강한 바람이 불기도 함",아랍어,3.0,240 V,"D, G"
KHM,Cambodia,캄보디아,"연평균 기온은 약 27℃, 강수량은 대부분의 지역에서 약 1,400mm에서 2,000mm 사이, 주로 5월부터 10월까지 비가 많이 내리는 계절, 11월부터 4월까지는 건조한 기간, 열대 기후","크메르어, 베트남어, 중국어",7.0,230 V,"A, C, G"
CAN,Canada,캐나다,"연평균 기온은 여름에는 25℃ 이상 올라감, 겨울에는 -15℃ 이하로 내려감, 강수량은 지역에 따라 다르지만, 일반적으로 많은 비가 내리며 눈도 자주 볼 수 있음, 넓은 영토로 각 지역마다 다양한 기후","영어, 프랑스어",-5.0,120 V,"A, B"
KEN,Kenya,케냐,"연평균 기온은 20℃에서 28℃ 사이, 강수량은 해안 지역에서는 약 1,000mm 이상, 내륙의 건조한 지역에서는 500mm 미만, 열대 기후가 주를 이루며 습도가 높고 일조량이 풍부","스와힐리어, 영어",3.0,240 V,G
COM,Comoros,코모로,"연평균 기온은 약 25℃, 강수량은 약 1500mm, 습기가 많은 기후, 햇빛이 많이 들어와 따뜻한 날씨가 지속되어 여름에는 상대적으로 더움","코모로어, 아랍어, 프랑스어",0.0,220 V,"C, E"
XKX,Kosovo,코소보,"연평균 기온은 여름에는 약 20°C에서 30°C 사이, 겨울에는 -2°C에서 3°C 사이, 강수량은 600mm에서 800mm 사이, 대륙성 기후로 추운 겨울과 더운 여름을 경험할 수 있음","알바니아어, 세르비아어, 보스니아어",1.0,230 V,F
CRI,Costa Rica,코스타리카,"연평균 기온은 약 24℃, 강수량은 2,500mm에서 6,000mm 사이, 많은 지역에서 비가 많이 오는 특징, 전반적으로 습기가 많은 열대 기후","스페인어, 영어",-6.0,120 V,"A, B"
CIV,Cote d Ivoire,코트디부아르,"연평균 기온은 26℃에서 28℃ 사이, 강수량은 약 1,000mm에서 1,400mm, 열대 기후로 따뜻하고 다습한 기후","프랑스어, 듀라어, 베아",0.0,220 V,"C, E"
COL,Colombia,콜롬비아,"연평균 기온은 24℃에서 27℃ 사이, 강수량은 1,000mm에서 3,000mm 사이, 따뜻한 기후가 지속되지만 해발고도에 따라 기온이 다름","스페인어, 콜롬비아 수화어, 그리고 산앤티키어",-5.0,110 V,"A, B"
COG,Congo,콩고공화국,"연평균 기온은 20℃에서 25℃ 사이, 강수량은 1,000mm 이상의 비, 열대 기후의 영향으로 습도가 높고, 고온다습한 기후, 사계절 구분이 없이 비가 고르게 내림","프랑스어, 리우언도",1.0,230 V,"C, E"
COD,Democratic Republic of Congo,콩고민주공화국,"연평균 기온은 25℃에서 28℃ 사이, 강수량은 1,200mm에서 1,700mm 사이, 열대 기후가 지배하며 습기가 많고 기온이 상대적으로 일정, 많은 지역이 온난하고 습하며, 비가 자주 내리는 특징","프랑스어, 아랍어",1.0,220 V,"C, D, E"
CUB,Cuba,쿠바,"연평균 기온은 25℃에서 27℃ 사이, 겨울에는 20℃ 내외, 여름에는 30℃ 이상, 강수량은 남쪽이 많고 북쪽이 적음, 열대성 기후로 따뜻하고 습하며, 토네이도가 비교적 흔하게 발생",스페인어,-5.0,110 V,"A, B"
KWT,Kuwait,쿠웨이트,"연평균 기온은 여름에는 45℃ 이상으로 매우 높고 거의 강우가 없음, 겨울에는 10℃, 강수량은 120mm, 대부분의 강수는 겨울철에 집중, 여름에는 거의 비가 내리지 않음",아라비아어,3.0,240 V,"C, G, M"
COK,Cook Islands,쿡제도,"연평균 기온은 25℃에서 29℃ 사이, 강수량은 약 2,000mm, 고온다습하고 여름에 주로 맑고 건조한 날씨, 겨울은 온화하고 비가 자주 오는 특징, 전체적으로 따뜻하고 습한 기후","마오리어, 영어",14.0,240 V,I
HRV,Croatia,크로아티아,"연평균 기온은 20℃ 이상, 강수량은 600mm 내외, 지중해 기후와 대륙 기후의 조합으로 다양한 날씨",크로아티아어,1.0,230 V,"C, F"
KGZ,Kyrgyzstan,키르기즈스탄,"연평균 기온은 약 12℃에서 23℃ 사이, 강수량은 200mm, 건조한 기후, 산악 지대는 고산 기후","키르기즈어, 러시아어",6.0,220 V,"C, F"
KIR,Kiribati,키리바시,"연평균 기온은 28°C에서 30°C 사이, 강수량은 1,000mm에서 3,000mm 사이, 열대 기후로 고온다습함",기리바시어,12.0,240 V,I
TJK,Tajikistan,타지키스탄,"연평균 기온은 여름에는 30℃ 이상, 겨울에는 0℃ 내외로 낮아짐, 강수량은 분기별로 변동이 크며, 주로 봄과 가을에 비가 많이 내림, 대체로 건조하지만 산악 지역에서는 더 많은 강수량을 기록","타지크어, 러시아어",5.0,220 V,"C, F, I"
TZA,Tanzania,탄자니아,"연평균 기온은 25℃에서 30℃ 사이, 강수량은 지역에 따라 다르지만, 일반적으로 1000mm에서 2000mm, 열대 기후가 특징, 고온다습한 날씨","스와힐리어, 영어",3.0,230 V,"D, G"
THA,Thailand,태국,"연평균 기온은 25℃에서 30℃ 사이, 강수량은 지역에 따라 다르지만, 전체적으로 1,000mm에서 2,500mm, 장마철에는 강수량이 가장 많음, 열대 기후로, 고온 다습한 여름과 쾌청한 겨울로 구분",태국어,7.0,220 V,"A, B, C, F"
TUR,Republic of Turkiye,튀르키예공화국,연평균 기온은 15℃에서 25℃ 사이로 온화하고 편안한 날씨를 경험할 수 있습니다. 강수량은 북쪽 지역에서는 많지만 남쪽 지역은 건조합니다. 지중해 연안은 따뜻한 해양 기후를 느낄 수 있고 내륙지역은 대륙성 기후로 건조하고 추운 겨울과 더운 여름을 경험할 수 있습니다.,터키어,3.0,220 V,F
TGO,Togo,토고,"연평균 기온은 약 26℃에서 30℃ 사이, 강수량은 북쪽과 남쪽의 차이가 있으며 북쪽은 1,100mm에서 1,500mm, 남쪽은 700mm에서 1,100mm, 여름에는 습하고 비가 많이 오며, 겨울에는 건조하고 시원","프랑스어, 에웨어, 미나어",0.0,220 V,C
TON,Tonga,통가,"연평균 기온은 대략 23°C에서 30°C 사이, 강수량은 1,600mm에서 2,400mm 사이, 비는 주로 11월에서 4월까지의 우기에 집중, 건기는 5월부터 10월까지이며, 이 기간 동안은 비교적 건조","통가어, 영어",13.0,240 V,I
TKM,Turkmenistan,투르크메니스탄,"연평균 기온은 여름에는 25°C에서 40°C 사이로 올라감, 겨울에는 -5°C에서 5°C 사이로 떨어짐, 강수량은 대체로 매우 적으며, 평균 80mm에서 300mm 사이입니다. 대부분의 지역에서 강수는 봄에 집중, 여름에는 거의 비가 내리지 않음, 극심한 기온 변화와 건조함","투르크멘어, 러시아어",5.0,220 V,"B, C, F"
TUV,Tuvalu,투발루,"연평균 기온은 25℃에서 30℃, 강수량은 1000mm에서 2000mm, 열대 기후로 따뜻하고 다습하며, 기후 변화로 인해 태풍이나 강한 소나기가 종종 발생","투발루어, 영어",12.0,220 V,I
TUN,Tunisia,튀니지,"연평균 기온은 20℃에서 30℃ 사이, 겨울에도 10℃를 넘지 않음, 강수량은 100mm 미만으로 건조한 편, 여름에 맑고 건조한 기후가 지속","아랍어, 프랑스어",1.0,230 V,"C, E"
TTO,Trinidad & Tobago,트리니다드토바고,"연평균 기온은 23°C에서 32°C 사이, 강수량은 약 2,000mm에서 2,500mm 사이, 열대 기후로 매우 덥고, 습한 특징, 열대성 폭풍이나 허리케인의 영향을 받을 수 있음","영어, 스페인어",-4.0,115 V,"A, B"
PAN,Panama,파나마,"연평균 기온은 약 27℃, 강수량은 평균 약 2000mm, 열대 기후로 연중 높은 습도와 강수량을 유지, 건조한 계절과 비가 많이 오는 계절이 구분됨, 일년 내내 덥고 습한 기후","파푸아뉴기니어, 알키프라어, 상크 고러어",9.0,110 V,"A, B"
PRY,Paraguay,파라과이,"연평균 기온은 20℃에서 25℃ 사이, 여름에는 35℃까지 올라갈 수 있음, 강수량은 북부지역이 많이 오고, 남부는 건조, 아열대 기후로, 뜨거운 여름과 따뜻한 겨울을 경험할 수 있음",스페인어,-4.0,220 V,C
PAK,Pakistan,파키스탄,"연평균 기온은 25℃에서 35℃ 사이, 강수량은 500mm에서 1000mm 사이, 대체로 뜨거운 건조한 여름과 서늘한 겨울이 특징, 7월과 8월에 많은 비가 내림, 겨울은 대체로 건조하며, 남부에서는 비가 거의 내리지 않음","우르두어, 판자브어, 술루어",5.0,230 V,"C, D, G, M"
PNG,Papua New Guinea,파푸아뉴기니,"연평균 기온은 25℃에서 30°C 사이, 강수량은 2,000mm에서 3,000mm 사이, 열대 기후의 영향으로 비가 자주 내려 습기가 많이 높음, 여름에는 습하고 더울 수 있지만, 강수량 차이가 있어 지역마다 기후가 조금씩 다를 수 있음","피지어어, 영어",10.0,240 V,I
PLW,Palau,팔라우,"연평균 기온은 26℃에서 28℃ 사이, 강수량은 3,800mm 이상, 일년 내내 비가 자주 오지만, 특히 7월에서 10월 사이에 가장 많은 강수량을 기록, 태풍이 발생할 가능성이 있는 기간",팔라우어,9.0,120 V,"A, B"
PSE,Palestine,팔레스타인,"연평균 기온은 여름에는 약 26°C에서 30°C 사이, 겨울에는 약 8°C에서 15°C 사이, 강수량은 100mm에서 700mm 사이, 지중해성 기후, 여름에는 거의 비가 오지 않음","스페인어, 영어",-4.0,230 V,H
PER,Peru,페루,"연평균 기온은 지역마다 차이가 큼, 여름에는 25℃에서 30℃ 사이, 겨울에는 영하의 기온도 가능, 강수량은 700mm에서 1,000mm 사이, 전체적으로 연중 높은 습도와 더운 날씨",스페인어,-5.0,220 V,"A, B, C"
PRT,Portugal,포르투갈,"연평균 기온은 17℃에서 20℃ 사이, 강수량은 북부는 1,200mm에서 3,000mm 사이, 남부는 약 300mm에서 600mm 사이, 주로 지중해 기후지만 내륙 지역에서는 대륙적 기후",포르투갈어,0.0,230 V,"C, F"
POL,Poland,폴란드,"연평균 기온은 여름에는 약 17°C에서 30°C, 겨울에는 약 -6°C에서 3°C, 강수량은 대략 500mm에서 700mm 사이, 봄과 가을은 상대적으로 쾌적하며, 겨울은 서브로제키(Subarctic) 기후 영향을 받음",폴란드어,1.0,230 V,"C, E"
FRA,France,프랑스,"연평균 기온은 약 12℃, 강수량은 북부 지방에서 더 많이 내리며 전체적으로 적음, 각 지역에 따라 다양, 대륙성 기후와 대부분 해양성 기후, 봄과 가을은 쾌적하고 겨울은 춥고, 여름은 따뜻","프랑스어, 독일어, 이탈리아어",1.0,230 V,"C, E"
FJI,Fiji,피지,"연평균 기온은 25℃에서 30℃ 사이, 강수량은 2000mm 이상, 비가 꾸준히 내리며 습기가 많은 기후","피지어, 힌디어",12.0,240 V,I
FIN,Finland,핀란드,"연평균 기온은 여름에는 15℃에서 25℃까지 올라감, 겨울에 -20℃에서 0℃ 사이, 강수량은 북부 지역에서는 500mm 미만으로 적고, 남부 지역에서는 600mm 정도, 북극권에 근접해 있어 북부 지역에서는 겨울에 일조 시간이 거의 없고, 여름에는 백야 현상을 경험할 수 있음","핀란드어, 스웨덴어",2.0,230 V,"C, F"
PHL,Philippines,필리핀,"연평균 기온은 약 25℃에서 27℃로 따뜻, 강수량은 2000mm 이상, 모노순풍의 영향으로 우기와 건기로 구분되며, 태풍의 영향을 받아 강한 바람과 강한 비가 내림","필리핀어, 영어",8.0,220 V,"A, B, C"
HUN,Hungary,헝가리,"연평균 기온은 여름에는 25℃, 겨울에는 0℃, 강수량은 600mm, 봄과 가을에 강수량이 많음, 화창한 여름과 쌀쌀한 겨울을 경험할 수 있음",헝가리어,1.0,230 V,"C, F"
AUS,Australia,호주,"연평균 기온은 지역에 따라 천차만별이며, 강수량도 큰 차이가 있음. 북부는 습하고 습도가 높으며, 남부는 건조하고 더워서 화재 위험이 높은 편, 일부 지역은 거의 비가 오지 않을 정도로 건조, 다른 지역은 강우로 홍수가 발생하기도 함",영어,10.0,240 V,I
MAC,Macau,마카오,"연평균 기온은 약 23℃, 강수량은 많지 않음, 여름에는 습하고 더울 수 있으며, 가끔 태풍의 영향을 받을 수 있음, 겨울에는 상대적으로 건조하고 시원, 전체적으로 기후는 온화하고 안정적","포르투갈어, 중국어",0.0,220 V,"D, M, G, F"
GUM,Guam,괌,"연평균 기온은 약 27℃에서 30℃ 사이, 강수량은 약 2000mm에서 3000mm, 열대 우림 기후의 특징, 따뜻하고 습한 날씨로 대체로 안정된 기후",영어,10.0,110 V,"A, B"
YUG,Serbia,세르비아,"연평균 기온은 20℃, 강수량은 연간 600mm 내외, 계절에 따라 다양한 기후를 경험할 수 있음, 온도 변화가 큼","세르비아어, 크로아트어, 보스니아어",1.0,230 V,"C, F"
KOR,South Korea,대한민국,"연평균 기온은 여름에는 22°C에서 30°C 사이, 겨울에는 -3°C에서 7°C 사이, 강수량은 약 1,000mm에서 1,400mm 사이, 일반적으로 온난고기압이 영향을 미치는 일품안개성 기후, 4계절이 확실하며 봄 가을의 기후가 가장 쾌적",한국어,9.0,220 V,"C, F"
PRI,Puerto Rico,푸에르토리코,"연평균 기온이 25℃에서 29℃ 사이, 강수량은 약 1400mm에서 2300mm, 습기가 많은 열대 기후, 태풍 시즌에는 강한 폭풍이 발생할 수 있음","영어, 스페인어",-4.0,120 V,"A, B"
TWN,Taiwan,대만,"연평균 기온은 약 22℃에서 32℃ 사이, 강수량은 평균 2500mm, 비가 고르게 내리는 편, 열대성 기후의 특성상 습기가 많고 기온 변화가 큼","중국어(번체), 중국어(간체)",8.0,110 V,"A, B"
HKG,Hong kong,홍콩,"연평균 기온은 약 23℃, 강수량은 약 2,400mm, 가끔 건조한 기간도 있을 수 있음, 열대 기후에 속하며, 고온다습한 여름과 상대적으로 서늘한 겨울로 구성","중국어, 영어",8.0,220 V,"D, G"
